"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"close_to_scsi_parse_1_and_set_c47a_to_0xff","CODE:1196","Function","Global","User Defined","2","0"
"close_to_scsi_parse","CODE:180d","Function","Global","User Defined","4","0"
"FUN_CODE_1ad1","CODE:1ad1","Function","Global","Default","1","0"
"FUN_CODE_1b96","CODE:1b96","Function","Global","Default","3","0"
"FUN_CODE_1be8","CODE:1be8","Function","Global","Default","2","0"
"FUN_CODE_1bec","CODE:1bec","Function","Global","Default","2","0"
"FUN_CODE_1c0f","CODE:1c0f","Function","Global","Default","2","0"
"read_(5cad+a*b+1)","CODE:1c30","Function","Global","User Defined","1","0"
"FUN_CODE_1c43","CODE:1c43","Function","Global","Default","1","0"
"FUN_CODE_1cb9","CODE:1cb9","Function","Global","Default","1","0"
"FUN_CODE_1d39","CODE:1d39","Function","Global","Default","2","0"
"FUN_CODE_2db7","CODE:2db7","Function","Global","Default","2","0"
"FUN_CODE_2f67","CODE:2f67","Function","Global","Default","2","0"
"set_af2_to_1_and_9006|=1","CODE:312a","Function","Global","User Defined","6","0"
"set_9006|=1","CODE:3130","Function","Global","User Defined","2","0"
"FUN_CODE_313f","CODE:313f","Function","Global","Default","1","0"
"FUN_CODE_3168","CODE:3168","Function","Global","Default","2","0"
"set_dprt_to_a","CODE:3179","Function","Global","User Defined","2","0"
"FUN_CODE_3189","CODE:3189","Function","Global","Default","2","0"
"FUN_CODE_31c3","CODE:31c3","Function","Global","Default","2","0"
"set_dptr|=0x80","CODE:31ce","Function","Global","User Defined","6","0"
"FUN_CODE_31d8","CODE:31d8","Function","Global","Default","2","0"
"FUN_CODE_31fb","CODE:31fb","Function","Global","Default","2","0"
"usb_msb_cmd_setup_4?","CODE:3219","Function","Global","User Defined","3","0"
"dptr_from_r1_r2+0x8","CODE:3223","Function","Global","User Defined","2","0"
"FUN_CODE_3226","CODE:3226","Function","Global","Default","1","0"
"FUN_CODE_323b","CODE:323b","Function","Global","Default","2","0"
"set_dptr_hi=0x5_lo=a","CODE:3257","Function","Global","User Defined","3","0"
"FUN_CODE_3291","CODE:3291","Function","Global","Default","3","0"
"FUN_CODE_329f","CODE:329f","Function","Global","Default","3","0"
"one_more_scsi_parser","CODE:3cb8","Function","Global","User Defined","1","0"
"pre_scsi??/","CODE:3da1","Function","Global","User Defined","1","0"
"scsi_read_hits_that","CODE:3e81","Function","Global","User Defined","3","0"
"some_fill_scsi_resp","CODE:419d","Function","Global","User Defined","1","0"
"FUN_CODE_46f8","CODE:46f8","Function","Global","Default","2","0"
"FUN_CODE_4784","CODE:4784","Function","Global","Default","3","0"
"scsi_write_hits_that","CODE:488f","Function","Global","User Defined","3","0"
"FUN_CODE_49e9","CODE:49e9","Function","Global","Default","1","0"
"FUN_CODE_4b25","CODE:4b25","Function","Global","Default","1","0"
"FUN_CODE_4e25","CODE:4e25","Function","Global","Default","4","0"
"FUN_CODE_52a7","CODE:52a7","Function","Global","Default","1","0"
"FUN_CODE_5442","CODE:5442","Function","Global","Default","2","0"
"FUN_CODE_53d4","CODE:53d4","Function","Global","Default","1","0"
"FUN_CODE_4eb3","CODE:4eb3","Function","Global","Default","2","0"
"FUN_CODE_033b","CODE:033b","Function","Global","Default","2","0"
"FUN_CODE_0345","CODE:0345","Function","Global","Default","1","0"
"FUN_CODE_034a","CODE:034a","Function","Global","Default","1","0"
"FUN_CODE_034f","CODE:034f","Function","Global","Default","1","0"
"FUN_CODE_0354","CODE:0354","Function","Global","Default","1","0"
"FUN_CODE_035e","CODE:035e","Function","Global","Default","1","0"
"FUN_CODE_0363","CODE:0363","Function","Global","Default","1","0"
"FUN_CODE_0368","CODE:0368","Function","Global","Default","1","0"
"FUN_CODE_036d","CODE:036d","Function","Global","Default","1","0"
"FUN_CODE_0372","CODE:0372","Function","Global","Default","1","0"
"FUN_CODE_0377","CODE:0377","Function","Global","Default","1","0"
"FUN_CODE_037c","CODE:037c","Function","Global","Default","1","0"
"FUN_CODE_0381","CODE:0381","Function","Global","Default","1","0"
"FUN_CODE_0386","CODE:0386","Function","Global","Default","1","0"
"FUN_CODE_038b","CODE:038b","Function","Global","Default","1","0"
"FUN_CODE_04a3","CODE:04a3","Function","Global","Default","1","0"
"copy4_911f_into_d804","CODE:3147","Function","Global","User Defined","2","0"
"copy2_from_910d_into_r6a","CODE:3181","Function","Global","User Defined","8","0"
"FUN_CODE_3212","CODE:3212","Function","Global","Default","1","0"
"fill_r3=a_r2=bankr6_a=r1=r0=0","CODE:3279","Function","Global","User Defined","3","0"
"FUN_CODE_3280","CODE:3280","Function","Global","Default","2","0"
"FUN_CODE_32a5","CODE:32a5","Function","Global","Default","1","0"
"mb_usbc_cmd_proc??","CODE:3419","Function","Global","User Defined","2","0"
"FUN_CODE_4013","CODE:4013","Function","Global","Default","1","0"
"mb_process_some_read_endpoints_1","CODE:4d44","Function","Global","User Defined","1","0"
"mb_check_usbc_signature??","CODE:51ef","Function","Global","User Defined","1","0"
"FUN_CODE_5455","CODE:5455","Function","Global","Default","2","0"
"mb_scsi_launcher_launcher","CODE:5112","Function","Global","User Defined","1","0"
"mb_scsi_launcher","CODE:4d92","Function","Global","User Defined","1","0"
"FUN_CODE_048a","CODE:048a","Function","Global","Default","1","0"
"FUN_CODE_057a","CODE:057a","Function","Global","Default","5","0"
"FUN_CODE_0d33","CODE:0d33","Function","Global","Default","2","0"
"FUN_CODE_b838","CODE:b838","Function","Global","Default","1","0"
"FUN_CODE_b845","CODE:b845","Function","Global","Default","2","0"
"FUN_CODE_b85b","CODE:b85b","Function","Global","Default","3","0"
"FUN_CODE_b865","CODE:b865","Function","Global","Default","2","0"
"FUN_CODE_b873","CODE:b873","Function","Global","Default","2","0"
"FUN_CODE_b888","CODE:b888","Function","Global","Default","2","0"
"FUN_CODE_b8a2","CODE:b8a2","Function","Global","Default","2","0"
"FUN_CODE_bb4f","CODE:bb4f","Function","Global","Default","5","0"
"FUN_CODE_bb5e","CODE:bb5e","Function","Global","Default","2","0"
"FUN_CODE_bb6e","CODE:bb6e","Function","Global","Default","2","0"
"FUN_CODE_bb75","CODE:bb75","Function","Global","Default","2","0"
"FUN_CODE_bb8f","CODE:bb8f","Function","Global","Default","5","0"
"FUN_CODE_bb96","CODE:bb96","Function","Global","Default","2","0"
"FUN_CODE_bba0","CODE:bba0","Function","Global","Default","2","0"
"FUN_CODE_bbc0","CODE:bbc0","Function","Global","Default","3","0"
"FUN_CODE_bcfe","CODE:bcfe","Function","Global","Default","7","0"
"FUN_CODE_bd3a","CODE:bd3a","Function","Global","Default","4","0"
"FUN_CODE_bd65","CODE:bd65","Function","Global","Default","3","0"
"FUN_CODE_be02","CODE:be02","Function","Global","Default","12","0"
"FUN_CODE_db09","CODE:db09","Function","Global","Default","1","0"
"FUN_CODE_dbbb","CODE:dbbb","Function","Global","Default","1","0"
"FUN_CODE_e5fe","CODE:e5fe","Function","Global","Default","1","0"
"FUN_CODE_e957","CODE:e957","Function","Global","Default","2","0"
"FUN_CODE_050c","CODE:050c","Function","Global","Default","1","0"
"FUN_CODE_0511","CODE:0511","Function","Global","Default","1","0"
"FUN_CODE_502e","CODE:502e","Function","Global","Default","2","0"
"FUN_CODE_5038","CODE:5038","Function","Global","Default","1","0"
"FUN_CODE_5043","CODE:5043","Function","Global","Default","2","0"
"FUN_CODE_504f","CODE:504f","Function","Global","Default","2","0"
"FUN_CODE_505d","CODE:505d","Function","Global","Default","2","0"
"FUN_CODE_5046","CODE:5046","Function","Global","Default","1","0"
"FUN_CODE_caec","CODE:caec","Function","Global","Default","1","0"
"FUN_CODE_cafe","CODE:cafe","Function","Global","Default","1","0"
"FUN_CODE_cb08","CODE:cb08","Function","Global","Default","2","0"
"FUN_CODE_030a","CODE:030a","Function","Global","Default","1","0"
"FUN_CODE_0322","CODE:0322","Function","Global","Default","1","0"
"call_wait_for_nvme??","CODE:0359","Function","Global","User Defined","1","0"
"FUN_CODE_03a4","CODE:03a4","Function","Global","Default","1","0"
"jmp_to_pwr_enable_path","CODE:0430","Function","Global","User Defined","3","0"
"FUN_CODE_0435","CODE:0435","Function","Global","Default","1","0"
"FUN_CODE_0462","CODE:0462","Function","Global","Default","1","0"
"FUN_CODE_0494","CODE:0494","Function","Global","Default","1","0"
"FUN_CODE_04b2","CODE:04b2","Function","Global","Default","1","0"
"FUN_CODE_04b7","CODE:04b7","Function","Global","Default","1","0"
"FUN_CODE_04bc","CODE:04bc","Function","Global","Default","1","0"
"mb_dsbl_pwr","CODE:04d0","Function","Global","User Defined","1","0"
"FUN_CODE_04d5","CODE:04d5","Function","Global","Default","1","0"
"FUN_CODE_04e4","CODE:04e4","Function","Global","Default","1","0"
"FUN_CODE_04f8","CODE:04f8","Function","Global","Default","1","0"
"call_sth_in_write_path","CODE:0507","Function","Global","User Defined","1","0"
"FUN_CODE_0516","CODE:0516","Function","Global","Default","2","0"
"FUN_CODE_0525","CODE:0525","Function","Global","Default","1","0"
"FUN_CODE_052a","CODE:052a","Function","Global","Default","1","0"
"FUN_CODE_0534","CODE:0534","Function","Global","Default","1","0"
"FUN_CODE_0539","CODE:0539","Function","Global","Default","1","0"
"FUN_CODE_0584","CODE:0584","Function","Global","Default","1","0"
"FUN_CODE_0589","CODE:0589","Function","Global","Default","1","0"
"FUN_CODE_0601","CODE:0601","Function","Global","Default","1","0"
"FUN_CODE_0606","CODE:0606","Function","Global","Default","2","0"
"FUN_CODE_061f","CODE:061f","Function","Global","Default","1","0"
"FUN_CODE_063d","CODE:063d","Function","Global","Default","1","0"
"FUN_CODE_1ce4","CODE:1ce4","Function","Global","Default","2","0"
"FUN_CODE_480c","CODE:480c","Function","Global","Default","1","0"
"FUN_CODE_4be6","CODE:4be6","Function","Global","Default","1","0"
"FUN_CODE_4c40","CODE:4c40","Function","Global","Default","1","0"
"FUN_CODE_4ef5","CODE:4ef5","Function","Global","Default","1","0"
"FUN_CODE_4fb6","CODE:4fb6","Function","Global","Default","1","0"
"FUN_CODE_5284","CODE:5284","Function","Global","Default","1","0"
"FUN_CODE_5305","CODE:5305","Function","Global","Default","1","0"
"FUN_CODE_5418","CODE:5418","Function","Global","Default","3","0"
"FUN_CODE_541f","CODE:541f","Function","Global","Default","3","0"
"FUN_CODE_048f","CODE:048f","Function","Global","Default","1","0"
"FUN_CODE_1c2a","CODE:1c2a","Function","Global","Default","2","0"
"FUN_CODE_1d12","CODE:1d12","Function","Global","Default","2","0"
"FUN_CODE_de16","CODE:de16","Function","Global","Default","2","0"
"FUN_CODE_c35b","CODE:c35b","Function","Global","Default","3","0"
"FUN_CODE_0566","CODE:0566","Function","Global","Default","1","0"
"FUN_CODE_0575","CODE:0575","Function","Global","Default","1","0"
"FUN_CODE_060b","CODE:060b","Function","Global","Default","1","0"
"FUN_CODE_1659","CODE:1659","Function","Global","Default","2","0"
"FUN_CODE_23f7","CODE:23f7","Function","Global","Default","1","0"
"FUN_CODE_51c7","CODE:51c7","Function","Global","Default","4","0"
"FUN_CODE_83d6","CODE:83d6","Function","Global","Default","1","0"
"FUN_CODE_873a","CODE:873a","Function","Global","Default","1","0"
"FUN_CODE_874c","CODE:874c","Function","Global","Default","1","0"
"FUN_CODE_8a89","CODE:8a89","Function","Global","Default","1","0"
"FUN_CODE_8d6e","CODE:8d6e","Function","Global","Default","2","0"
"FUN_CODE_9536","CODE:9536","Function","Global","Default","4","0"
"FUN_CODE_9566","CODE:9566","Function","Global","Default","3","0"
"FUN_CODE_956a","CODE:956a","Function","Global","Default","1","0"
"FUN_CODE_957b","CODE:957b","Function","Global","Default","1","0"
"FUN_CODE_957c","CODE:957c","Function","Global","Default","5","0"
"FUN_CODE_9584","CODE:9584","Function","Global","Default","4","0"
"FUN_CODE_95a0","CODE:95a0","Function","Global","Default","2","0"
"FUN_CODE_95a2","CODE:95a2","Function","Global","Default","1","0"
"FUN_CODE_95a8","CODE:95a8","Function","Global","Default","1","0"
"FUN_CODE_95ab","CODE:95ab","Function","Global","Default","1","0"
"FUN_CODE_95af","CODE:95af","Function","Global","Default","3","0"
"FUN_CODE_95b6","CODE:95b6","Function","Global","Default","1","0"
"FUN_CODE_95c9","CODE:95c9","Function","Global","Default","3","0"
"FUN_CODE_95ca","CODE:95ca","Function","Global","Default","1","0"
"FUN_CODE_95d1","CODE:95d1","Function","Global","Default","1","0"
"FUN_CODE_95da","CODE:95da","Function","Global","Default","1","0"
"FUN_CODE_95df","CODE:95df","Function","Global","Default","1","0"
"FUN_CODE_95e4","CODE:95e4","Function","Global","Default","2","0"
"FUN_CODE_95eb","CODE:95eb","Function","Global","Default","2","0"
"FUN_CODE_95ec","CODE:95ec","Function","Global","Default","1","0"
"FUN_CODE_95f9","CODE:95f9","Function","Global","Default","1","0"
"FUN_CODE_9605","CODE:9605","Function","Global","Default","3","0"
"FUN_CODE_9627","CODE:9627","Function","Global","Default","3","0"
"FUN_CODE_962e","CODE:962e","Function","Global","Default","1","0"
"FUN_CODE_9656","CODE:9656","Function","Global","Default","2","0"
"FUN_CODE_965d","CODE:965d","Function","Global","Default","2","0"
"FUN_CODE_9664","CODE:9664","Function","Global","Default","4","0"
"FUN_CODE_966b","CODE:966b","Function","Global","Default","3","0"
"FUN_CODE_969d","CODE:969d","Function","Global","Default","1","0"
"FUN_CODE_96a6","CODE:96a6","Function","Global","Default","2","0"
"FUN_CODE_96a7","CODE:96a7","Function","Global","Default","2","0"
"FUN_CODE_96ae","CODE:96ae","Function","Global","Default","3","0"
"FUN_CODE_96b7","CODE:96b7","Function","Global","Default","2","0"
"FUN_CODE_96b8","CODE:96b8","Function","Global","Default","2","0"
"FUN_CODE_96bf","CODE:96bf","Function","Global","Default","2","0"
"FUN_CODE_96cd","CODE:96cd","Function","Global","Default","4","0"
"FUN_CODE_96d4","CODE:96d4","Function","Global","Default","2","0"
"FUN_CODE_96e1","CODE:96e1","Function","Global","Default","2","0"
"FUN_CODE_96f0","CODE:96f0","Function","Global","Default","1","0"
"FUN_CODE_9703","CODE:9703","Function","Global","Default","3","0"
"FUN_CODE_970b","CODE:970b","Function","Global","Default","3","0"
"FUN_CODE_971e","CODE:971e","Function","Global","Default","2","0"
"FUN_CODE_9730","CODE:9730","Function","Global","Default","2","0"
"FUN_CODE_973a","CODE:973a","Function","Global","Default","2","0"
"FUN_CODE_9ac4","CODE:9ac4","Function","Global","Default","1","0"
"FUN_CODE_9c0f","CODE:9c0f","Function","Global","Default","2","0"
"FUN_CODE_9c1d","CODE:9c1d","Function","Global","Default","2","0"
"FUN_CODE_a036","CODE:a036","Function","Global","Default","1","0"
"FUN_CODE_a3f5","CODE:a3f5","Function","Global","Default","3","0"
"FUN_CODE_aa36","CODE:aa36","Function","Global","Default","1","0"
"FUN_CODE_abf5","CODE:abf5","Function","Global","Default","1","0"
"FUN_CODE_acd4","CODE:acd4","Function","Global","Default","1","0"
"FUN_CODE_af5e","CODE:af5e","Function","Global","Default","1","0"
"FUN_CODE_b8c3","CODE:b8c3","Function","Global","Default","5","0"
"FUN_CODE_b966","CODE:b966","Function","Global","Default","1","0"
"FUN_CODE_bba8","CODE:bba8","Function","Global","Default","3","0"
"FUN_CODE_bc8f","CODE:bc8f","Function","Global","Default","2","0"
"FUN_CODE_bce7","CODE:bce7","Function","Global","Default","2","0"
"FUN_CODE_bcf2","CODE:bcf2","Function","Global","Default","1","0"
"FUN_CODE_bd14","CODE:bd14","Function","Global","Default","2","0"
"FUN_CODE_bd2a","CODE:bd2a","Function","Global","Default","3","0"
"FUN_CODE_bd33","CODE:bd33","Function","Global","Default","4","0"
"FUN_CODE_bd49","CODE:bd49","Function","Global","Default","3","0"
"FUN_CODE_bd50","CODE:bd50","Function","Global","Default","3","0"
"FUN_CODE_bd57","CODE:bd57","Function","Global","Default","3","0"
"FUN_CODE_bd5e","CODE:bd5e","Function","Global","Default","3","0"
"FUN_CODE_bd6c","CODE:bd6c","Function","Global","Default","2","0"
"FUN_CODE_be8b","CODE:be8b","Function","Global","Default","4","0"
"FUN_CODE_befb","CODE:befb","Function","Global","Default","2","0"
"FUN_CODE_c2e6","CODE:c2e6","Function","Global","Default","2","0"
"FUN_CODE_c47f","CODE:c47f","Function","Global","Default","2","0"
"FUN_CODE_ca71","CODE:ca71","Function","Global","Default","1","0"
"FUN_CODE_cd10","CODE:cd10","Function","Global","Default","1","0"
"FUN_CODE_d0d3","CODE:d0d3","Function","Global","Default","2","0"
"FUN_CODE_d118","CODE:d118","Function","Global","Default","2","0"
"FUN_CODE_d5e9","CODE:d5e9","Function","Global","Default","1","0"
"FUN_CODE_d78a","CODE:d78a","Function","Global","Default","2","0"
"FUN_CODE_d852","CODE:d852","Function","Global","Default","1","0"
"FUN_CODE_dc65","CODE:dc65","Function","Global","Default","1","0"
"FUN_CODE_dcd4","CODE:dcd4","Function","Global","Default","1","0"
"FUN_CODE_dd0e","CODE:dd0e","Function","Global","Default","3","0"
"FUN_CODE_dd12","CODE:dd12","Function","Global","Default","12","0"
"FUN_CODE_dd42","CODE:dd42","Function","Global","Default","6","0"
"FUN_CODE_ddad","CODE:ddad","Function","Global","Default","1","0"
"FUN_CODE_dfdc","CODE:dfdc","Function","Global","Default","1","0"
"FUN_CODE_e09a","CODE:e09a","Function","Global","Default","3","0"
"FUN_CODE_e120","CODE:e120","Function","Global","Default","9","0"
"FUN_CODE_e1c6","CODE:e1c6","Function","Global","Default","13","0"
"FUN_CODE_e3b7","CODE:e3b7","Function","Global","Default","5","0"
"FUN_CODE_e419","CODE:e419","Function","Global","Default","1","0"
"FUN_CODE_e439","CODE:e439","Function","Global","Default","1","0"
"FUN_CODE_e726","CODE:e726","Function","Global","Default","3","0"
"FUN_CODE_e730","CODE:e730","Function","Global","Default","2","0"
"FUN_CODE_e7ae","CODE:e7ae","Function","Global","Default","5","0"
"FUN_CODE_e7c1","CODE:e7c1","Function","Global","Default","2","0"
"FUN_CODE_e81b","CODE:e81b","Function","Global","Default","4","0"
"FUN_CODE_e82c","CODE:e82c","Function","Global","Default","1","0"
"FUN_CODE_e876","CODE:e876","Function","Global","Default","1","0"
"FUN_CODE_e8b5","CODE:e8b5","Function","Global","Default","1","0"
"FUN_CODE_e933","CODE:e933","Function","Global","Default","2","0"
"FUN_CODE_e93a","CODE:e93a","Function","Global","Default","2","0"
"FUN_CODE_e973","CODE:e973","Function","Global","Default","1","0"
"FUN_CODE_dc2d","CODE:dc2d","Function","Global","Default","2","0"
"FUN_CODE_e8c1","CODE:e8c1","Function","Global","Default","1","0"
"FUN_CODE_e6fc","CODE:e6fc","Function","Global","Default","3","0"
"FUN_CODE_c9a8","CODE:c9a8","Function","Global","Default","2","0"
"FUN_CODE_b820","CODE:b820","Function","Global","Default","5","0"
"FUN_CODE_b825","CODE:b825","Function","Global","Default","2","0"
"FUN_CODE_b833","CODE:b833","Function","Global","Default","4","0"
"FUN_CODE_b881","CODE:b881","Function","Global","Default","3","0"
"mb_init_flash_writ","CODE:b895","Function","Global","User Defined","2","0"
"FUN_CODE_b8ae","CODE:b8ae","Function","Global","Default","2","0"
"FUN_CODE_df47","CODE:df47","Function","Global","Default","5","0"
"init_flash_read","CODE:e3f9","Function","Global","User Defined","1","0"
"FUN_CODE_bc57","CODE:bc57","Function","Global","Default","2","0"
"FUN_CODE_e06b","CODE:e06b","Function","Global","Default","1","0"
"FUN_CODE_e974","CODE:e974","Function","Global","Default","1","0"
"FUN_CODE_b031","CODE:b031","Function","Global","Default","1","0"
"FUN_CODE_bcb1","CODE:bcb1","Function","Global","Default","1","0"
"FUN_CODE_0548","CODE:0548","Function","Global","Default","1","0"
"FUN_CODE_056b","CODE:056b","Function","Global","Default","1","0"
"FUN_CODE_bcd7","CODE:bcd7","Function","Global","Default","1","0"
"FUN_CODE_e74e","CODE:e74e","Function","Global","Default","2","0"
"FUN_CODE_cc69","CODE:cc69","Function","Global","Default","2","0"
"FUN_CODE_d630","CODE:d630","Function","Global","Default","1","0"
"FUN_CODE_e25e","CODE:e25e","Function","Global","Default","1","0"
"FUN_CODE_a6ad","CODE:a6ad","Function","Global","Default","2","0"
"FUN_CODE_a6c6","CODE:a6c6","Function","Global","Default","2","0"
"FUN_CODE_a732","CODE:a732","Function","Global","Default","3","0"
"FUN_CODE_a739","CODE:a739","Function","Global","Default","2","0"
"FUN_CODE_b104","CODE:b104","Function","Global","Default","2","0"
"FUN_CODE_b848","CODE:b848","Function","Global","Default","1","0"
"FUN_CODE_b851","CODE:b851","Function","Global","Default","1","0"
"FUN_CODE_b8b9","CODE:b8b9","Function","Global","Default","1","0"
"FUN_CODE_d17a","CODE:d17a","Function","Global","Default","1","0"
"FUN_CODE_e396","CODE:e396","Function","Global","Default","2","0"
"FUN_CODE_e478","CODE:e478","Function","Global","Default","1","0"
"FUN_CODE_e6d2","CODE:e6d2","Function","Global","Default","1","0"
"FUN_CODE_e529","CODE:e529","Function","Global","Default","6","0"
"FUN_CODE_0390","CODE:0390","Function","Global","Default","1","0"
"FUN_CODE_0499","CODE:0499","Function","Global","Default","1","0"
"FUN_CODE_0520","CODE:0520","Function","Global","Default","1","0"
"FUN_CODE_052f","CODE:052f","Function","Global","Default","1","0"
"FUN_CODE_0570","CODE:0570","Function","Global","Default","1","0"
"FUN_CODE_0593","CODE:0593","Function","Global","Default","1","0"
"FUN_CODE_061a","CODE:061a","Function","Global","Default","1","0"
"FUN_CODE_0642","CODE:0642","Function","Global","Default","1","0"
"FUN_CODE_055c","CODE:055c","Function","Global","Default","1","0"
"FUN_CODE_95e1","CODE:95e1","Function","Global","Default","1","0"
"FUN_CODE_bcd0","CODE:bcd0","Function","Global","Default","1","0"
"FUN_CODE_d30b","CODE:d30b","Function","Global","Default","2","0"
"FUN_CODE_d676","CODE:d676","Function","Global","Default","1","0"
"mb_sched_if_idle??","CODE:d810","Function","Global","User Defined","3","0"
"FUN_CODE_df79","CODE:df79","Function","Global","Default","1","0"
"FUN_CODE_e3d8","CODE:e3d8","Function","Global","Default","1","0"
"FUN_CODE_e883","CODE:e883","Function","Global","Default","1","0"
"FUN_CODE_e90b","CODE:e90b","Function","Global","Default","1","0"
"FUN_CODE_e374","CODE:e374","Function","Global","Default","1","0"
"FUN_CODE_e545","CODE:e545","Function","Global","Default","1","0"
"FUN_CODE_bb37","CODE:bb37","Function","Global","Default","2","0"
"FUN_CODE_bb44","CODE:bb44","Function","Global","Default","1","0"
"FUN_CODE_bb47","CODE:bb47","Function","Global","Default","8","0"
"FUN_CODE_bb48","CODE:bb48","Function","Global","Default","1","0"
"FUN_CODE_bb6d","CODE:bb6d","Function","Global","Default","1","0"
"FUN_CODE_bb7e","CODE:bb7e","Function","Global","Default","2","0"
"FUN_CODE_bbaf","CODE:bbaf","Function","Global","Default","3","0"
"FUN_CODE_bbb6","CODE:bbb6","Function","Global","Default","2","0"
"FUN_CODE_d07f","CODE:d07f","Function","Global","Default","2","0"
"FUN_CODE_e214","CODE:e214","Function","Global","Default","2","0"
"FUN_CODE_de7e","CODE:de7e","Function","Global","Default","2","0"
"FUN_CODE_960f","CODE:960f","Function","Global","Default","2","0"
"FUN_CODE_9675","CODE:9675","Function","Global","Default","2","0"
"FUN_CODE_968f","CODE:968f","Function","Global","Default","2","0"
"FUN_CODE_a67f","CODE:a67f","Function","Global","Default","1","0"
"FUN_CODE_a72b","CODE:a72b","Function","Global","Default","3","0"
"FUN_CODE_bb68","CODE:bb68","Function","Global","Default","2","0"
"FUN_CODE_bf0f","CODE:bf0f","Function","Global","Default","1","0"
"FUN_CODE_c4b3","CODE:c4b3","Function","Global","Default","1","0"
"FUN_CODE_a714","CODE:a714","Function","Global","Default","4","0"
"FUN_CODE_a2de","CODE:a2de","Function","Global","Default","1","0"
"FUN_CODE_a310","CODE:a310","Function","Global","Default","1","0"
"FUN_CODE_a384","CODE:a384","Function","Global","Default","1","0"
"FUN_CODE_ce20","CODE:ce20","Function","Global","Default","2","0"
"FUN_CODE_a308","CODE:a308","Function","Global","Default","6","0"
"FUN_CODE_a651","CODE:a651","Function","Global","Default","2","0"
"FUN_CODE_a655","CODE:a655","Function","Global","Default","7","0"
"FUN_CODE_8a4e","CODE:8a4e","Function","Global","Default","2","0"
"FUN_CODE_8a67","CODE:8a67","Function","Global","Default","2","0"
"FUN_CODE_8a72","CODE:8a72","Function","Global","Default","2","0"
"FUN_CODE_8a7e","CODE:8a7e","Function","Global","Default","2","0"
"FUN_CODE_a637","CODE:a637","Function","Global","Default","4","0"
"FUN_CODE_a639","CODE:a639","Function","Global","Default","1","0"
"FUN_CODE_a63d","CODE:a63d","Function","Global","Default","4","0"
"FUN_CODE_a644","CODE:a644","Function","Global","Default","5","0"
"FUN_CODE_a646","CODE:a646","Function","Global","Default","1","0"
"FUN_CODE_a647","CODE:a647","Function","Global","Default","3","0"
"FUN_CODE_a648","CODE:a648","Function","Global","Default","1","0"
"FUN_CODE_a660","CODE:a660","Function","Global","Default","2","0"
"FUN_CODE_a666","CODE:a666","Function","Global","Default","11","0"
"FUN_CODE_a69a","CODE:a69a","Function","Global","Default","2","0"
"FUN_CODE_a6dc","CODE:a6dc","Function","Global","Default","2","0"
"FUN_CODE_a6ef","CODE:a6ef","Function","Global","Default","2","0"
"FUN_CODE_a704","CODE:a704","Function","Global","Default","2","0"
"FUN_CODE_a722","CODE:a722","Function","Global","Default","2","0"
"FUN_CODE_b402","CODE:b402","Function","Global","Default","6","0"
"FUN_CODE_d26f","CODE:d26f","Function","Global","Default","1","0"
"FUN_CODE_05e8","CODE:05e8","Function","Global","Default","1","0"
"FUN_CODE_bbc7","CODE:bbc7","Function","Global","Default","1","0"
"FUN_CODE_dacc","CODE:dacc","Function","Global","Default","2","0"
"FUN_CODE_dace","CODE:dace","Function","Global","Default","9","0"
"FUN_CODE_dae2","CODE:dae2","Function","Global","Default","4","0"
"FUN_CODE_daeb","CODE:daeb","Function","Global","Default","2","0"
"FUN_CODE_daf5","CODE:daf5","Function","Global","Default","2","0"
"FUN_CODE_daff","CODE:daff","Function","Global","Default","2","0"
"FUN_CODE_9a46","CODE:9a46","Function","Global","Default","2","0"
"FUN_CODE_a840","CODE:a840","Function","Global","Default","1","0"
"FUN_CODE_cdc6","CODE:cdc6","Function","Global","Default","1","0"
"FUN_CODE_ced1","CODE:ced1","Function","Global","Default","2","0"
"FUN_CODE_e2c9","CODE:e2c9","Function","Global","Default","1","0"
"FUN_CODE_e7d4","CODE:e7d4","Function","Global","Default","1","0"
"enable_pwr_if","CODE:e8d9","Function","Global","User Defined","1","0"
"FUN_CODE_e8e4","CODE:e8e4","Function","Global","Default","1","0"
"FUN_CODE_a3cb","CODE:a3cb","Function","Global","Default","2","0"
"FUN_CODE_a2f8","CODE:a2f8","Function","Global","Default","4","0"
"FUN_CODE_a33d","CODE:a33d","Function","Global","Default","1","0"
"FUN_CODE_057f","CODE:057f","Function","Global","Default","1","0"
"FUN_CODE_313d","CODE:313d","Function","Global","Default","3","0"
"set_9093_to_2_and_9094_to_0x10","CODE:3267","Function","Global","User Defined","2","0"
"FUN_CODE_e7fb","CODE:e7fb","Function","Global","Default","3","0"
"FUN_CODE_a71b","CODE:a71b","Function","Global","Default","3","0"
"FUN_CODE_04a8","CODE:04a8","Function","Global","Default","1","0"
"FUN_CODE_425f","CODE:425f","Function","Global","Default","1","0"
"main_loop","CODE:2f80","Function","Global","User Defined","1","0"
"hm_call_send_and_wait","CODE:0412","Function","Global","User Defined","1","0"
"FUN_CODE_14e5","CODE:14e5","Function","Global","Default","2","0"
"FUN_CODE_156f","CODE:156f","Function","Global","Default","2","0"
"FUN_CODE_15fa","CODE:15fa","Function","Global","Default","10","0"
"FUN_CODE_165e","CODE:165e","Function","Global","Default","1","0"
"FUN_CODE_1677","CODE:1677","Function","Global","Default","2","0"
