"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_CODE_325f","CODE:325f","Function","Global","Default","3","0"
"FUN_CODE_3adb","CODE:3adb","Function","Global","Default","2","0"
"FUN_CODE_3bcd","CODE:3bcd","Function","Global","Default","2","0"
"FUN_CODE_45d0","CODE:45d0","Function","Global","Default","2","0"
"FUN_CODE_4977","CODE:4977","Function","Global","Default","2","0"
"FUN_CODE_4a57","CODE:4a57","Function","Global","Default","8","0"
"FUN_CODE_50db","CODE:50db","Function","Global","Default","3","0"
"FUN_CODE_519e","CODE:519e","Function","Global","Default","2","0"
"set_07e5_to_1(err)","CODE:523c","Function","Global","User Defined","12","0"
"FUN_CODE_5359","CODE:5359","Function","Global","Default","6","0"
"FUN_CODE_53a7","CODE:53a7","Function","Global","Default","2","0"
"usb_cmd_setup_4?","CODE:53c0","Function","Global","User Defined","3","0"
"mb_zero_b2e_6a_6e6_and_sched???","CODE:5409","Function","Global","User Defined","3","0"
"mb_trampoline_direct","CODE:0300","Function","Global","User Defined","91","0"
"FUN_CODE_0ac1","CODE:0ac1","Function","Global","Default","1","0"
"FUN_CODE_0adc","CODE:0adc","Function","Global","Default","1","0"
"write_r4_r7_into_r0","CODE:0db9","Function","Global","User Defined","24","0"
"FUN_CODE_044e","CODE:044e","Function","Global","Default","1","0"
"FUN_CODE_039a","CODE:039a","Function","Global","Default","1","0"
"FUN_CODE_1660","CODE:1660","Function","Global","Default","2","0"
"FUN_CODE_168e","CODE:168e","Function","Global","Default","1","0"
"FUN_CODE_169a","CODE:169a","Function","Global","Default","1","0"
"FUN_CODE_16a6","CODE:16a6","Function","Global","Default","1","0"
"FUN_CODE_16c3","CODE:16c3","Function","Global","Default","2","0"
"FUN_CODE_16cc","CODE:16cc","Function","Global","Default","1","0"
"FUN_CODE_16f6","CODE:16f6","Function","Global","Default","1","0"
"FUN_CODE_172c","CODE:172c","Function","Global","Default","2","0"
"FUN_CODE_175d","CODE:175d","Function","Global","Default","2","0"
"FUN_CODE_1795","CODE:1795","Function","Global","Default","3","0"
"FUN_CODE_17e3","CODE:17e3","Function","Global","Default","2","0"
"FUN_CODE_39e4","CODE:39e4","Function","Global","Default","1","0"
"FUN_CODE_545c","CODE:545c","Function","Global","Default","6","0"
"FUN_CODE_99e0","CODE:99e0","Function","Global","Default","1","0"
"FUN_CODE_99e4","CODE:99e4","Function","Global","Default","1","0"
"FUN_CODE_9a60","CODE:9a60","Function","Global","Default","2","0"
"FUN_CODE_9a74","CODE:9a74","Function","Global","Default","2","0"
"FUN_CODE_c00d","CODE:c00d","Function","Global","Default","5","0"
"FUN_CODE_c089","CODE:c089","Function","Global","Default","1","0"
"FUN_CODE_c8db","CODE:c8db","Function","Global","Default","1","0"
"FUN_CODE_cc56","CODE:cc56","Function","Global","Default","2","0"
"FUN_CODE_cc60","CODE:cc60","Function","Global","Default","1","0"
"FUN_CODE_cc75","CODE:cc75","Function","Global","Default","2","0"
"FUN_CODE_cc80","CODE:cc80","Function","Global","Default","2","0"
"set_dptr_1","CODE:cc8b","Function","Global","User Defined","3","0"
"FUN_CODE_cc92","CODE:cc92","Function","Global","Default","2","0"
"FUN_CODE_cc9b","CODE:cc9b","Function","Global","Default","3","0"
"FUN_CODE_cca2","CODE:cca2","Function","Global","Default","2","0"
"FUN_CODE_ccac","CODE:ccac","Function","Global","Default","3","0"
"FUN_CODE_cd6c","CODE:cd6c","Function","Global","Default","1","0"
"FUN_CODE_d436","CODE:d436","Function","Global","Default","2","0"
"FUN_CODE_d702","CODE:d702","Function","Global","Default","2","0"
"FUN_CODE_e50d","CODE:e50d","Function","Global","Default","4","0"
"FUN_CODE_e80a","CODE:e80a","Function","Global","Default","14","0"
"FUN_CODE_e84d","CODE:e84d","Function","Global","Default","1","0"
"FUN_CODE_e85c","CODE:e85c","Function","Global","Default","1","0"
"disable_pwr??","CODE:e8a9","Function","Global","User Defined","3","0"
"FUN_CODE_e8ef","CODE:e8ef","Function","Global","Default","4","0"
"set_b296_to_4","CODE:c48f","Function","Global","User Defined","4","0"
"FUN_CODE_bd23","CODE:bd23","Function","Global","Default","7","0"
"set_b296_to_4_and_b251","CODE:c45f","Function","Global","User Defined","4","0"
"FUN_CODE_bceb","CODE:bceb","Function","Global","Default","13","0"
"FUN_CODE_bd41","CODE:bd41","Function","Global","Default","3","0"
"FUN_CODE_e57d","CODE:e57d","Function","Global","Default","2","0"
"FUN_CODE_538d","CODE:538d","Function","Global","Default","31","0"
"FUN_CODE_955d","CODE:955d","Function","Global","Default","1","0"
"FUN_CODE_955e","CODE:955e","Function","Global","Default","4","0"
"FUN_CODE_95bf","CODE:95bf","Function","Global","Default","2","0"
"FUN_CODE_95c2","CODE:95c2","Function","Global","Default","7","0"
"FUN_CODE_95f2","CODE:95f2","Function","Global","Default","3","0"
"FUN_CODE_9608","CODE:9608","Function","Global","Default","3","0"
"FUN_CODE_9617","CODE:9617","Function","Global","Default","4","0"
"FUN_CODE_9621","CODE:9621","Function","Global","Default","2","0"
"FUN_CODE_9647","CODE:9647","Function","Global","Default","4","0"
"FUN_CODE_964f","CODE:964f","Function","Global","Default","5","0"
"FUN_CODE_9713","CODE:9713","Function","Global","Default","2","0"
"FUN_CODE_9729","CODE:9729","Function","Global","Default","3","0"
"FUN_CODE_ae87","CODE:ae87","Function","Global","Default","1","0"
"FUN_CODE_da51","CODE:da51","Function","Global","Default","1","0"
"FUN_CODE_e330","CODE:e330","Function","Global","Default","1","0"
"FUN_CODE_e972","CODE:e972","Function","Global","Default","1","0"
"FUN_CODE_e5cb","CODE:e5cb","Function","Global","Default","1","0"
"FUN_CODE_0d08","CODE:0d08","Function","Global","Default","6","0"
"read_dptr_into_r4r7","CODE:0d84","Function","Global","User Defined","30","0"
"FUN_CODE_999d","CODE:999d","Function","Global","Default","3","0"
"FUN_CODE_99eb","CODE:99eb","Function","Global","Default","3","0"
"FUN_CODE_9a30","CODE:9a30","Function","Global","Default","2","0"
"FUN_CODE_9a53","CODE:9a53","Function","Global","Default","2","0"
"write_4_into_b296","CODE:9a95","Function","Global","User Defined","3","0"
"mb_e4_caller","CODE:03f4","Function","Global","User Defined","1","0"
"mb_trampoline","CODE:0311","Function","Global","User Defined","54","0"
"FUN_CODE_03ef","CODE:03ef","Function","Global","Default","1","0"
"mb_tlp_mem_req","CODE:c1f9","Function","Global","User Defined","2","0"
"mb_tlp_mem_read","CODE:e8f9","Function","Global","User Defined","5","0"
"mb_get_bar_addr_off","CODE:e762","Function","Global","User Defined","10","0"
"FUN_CODE_9635","CODE:9635","Function","Global","Default","1","0"
"FUN_CODE_96ee","CODE:96ee","Function","Global","Default","1","0"
"FUN_CODE_96f7","CODE:96f7","Function","Global","Default","1","0"
"FUN_CODE_e73a","CODE:e73a","Function","Global","Default","10","0"
"FUN_CODE_040d","CODE:040d","Function","Global","Default","1","0"
"FUN_CODE_0403","CODE:0403","Function","Global","Default","1","0"
"FUN_CODE_0408","CODE:0408","Function","Global","Default","1","0"
"FUN_CODE_03fe","CODE:03fe","Function","Global","Default","1","0"
"FUN_CODE_03ea","CODE:03ea","Function","Global","Default","1","0"
"FUN_CODE_043f","CODE:043f","Function","Global","Default","2","0"
"FUN_CODE_0458","CODE:0458","Function","Global","Default","2","0"
"FUN_CODE_045d","CODE:045d","Function","Global","Default","3","0"
"FUN_CODE_04da","CODE:04da","Function","Global","Default","3","0"
"FUN_CODE_04e9","CODE:04e9","Function","Global","Default","2","0"
"FUN_CODE_157d","CODE:157d","Function","Global","Default","1","0"
"FUN_CODE_1743","CODE:1743","Function","Global","Default","2","0"
"read_dptr7_into_r1_r3_and_a_is_r1","CODE:1b23","Function","Global","User Defined","13","0"
"FUN_CODE_1bd5","CODE:1bd5","Function","Global","Default","2","0"
"FUN_CODE_1c4a","CODE:1c4a","Function","Global","Default","3","0"
"FUN_CODE_1c5d","CODE:1c5d","Function","Global","Default","2","0"
"FUN_CODE_1c90","CODE:1c90","Function","Global","Default","2","0"
"FUN_CODE_31ea","CODE:31ea","Function","Global","Default","2","0"
"set_dptr|=0x10","CODE:3272","Function","Global","User Defined","3","0"
"FUN_CODE_36ab","CODE:36ab","Function","Global","Default","2","0"
"check_dev_rdy???","CODE:3f4a","Function","Global","User Defined","5","0"
"FUN_CODE_466b","CODE:466b","Function","Global","Default","1","0"
"FUN_CODE_50a2","CODE:50a2","Function","Global","Default","1","0"
"FUN_CODE_5426","CODE:5426","Function","Global","Default","2","0"
"FUN_CODE_544c","CODE:544c","Function","Global","Default","4","0"
"FUN_CODE_03e5","CODE:03e5","Function","Global","Default","1","0"
"FUN_CODE_03d6","CODE:03d6","Function","Global","Default","1","0"
"FUN_CODE_03ae","CODE:03ae","Function","Global","Default","1","0"
"FUN_CODE_03d1","CODE:03d1","Function","Global","Default","1","0"
"FUN_CODE_03e0","CODE:03e0","Function","Global","Default","1","0"
"FUN_CODE_03db","CODE:03db","Function","Global","Default","1","0"
"tramp_e632","CODE:03cc","Function","Global","User Defined","1","0"
"memcmp_4bytes","CODE:0d22","Function","Global","User Defined","14","0"
"mb_read_r0r2a_from_r0","CODE:0d90","Function","Global","User Defined","11","0"
"dptr_from_r1_r2","CODE:1bc3","Function","Global","User Defined","6","0"
"FUN_CODE_1bd7","CODE:1bd7","Function","Global","Default","5","0"
"FUN_CODE_1cf0","CODE:1cf0","Function","Global","Default","2","0"
"FUN_CODE_43d3","CODE:43d3","Function","Global","Default","2","0"
"FUN_CODE_53e6","CODE:53e6","Function","Global","Default","1","0"
"tramp_ef42","CODE:03c7","Function","Global","User Defined","1","0"
"tramp_e12b","CODE:03c2","Function","Global","User Defined","1","0"
"FUN_CODE_03bd","CODE:03bd","Function","Global","Default","1","0"
"FUN_CODE_03b8","CODE:03b8","Function","Global","Default","1","0"
"FUN_CODE_03b3","CODE:03b3","Function","Global","Default","1","0"
"sub4_r0r3_from_r4r7","CODE:0cab","Function","Global","User Defined","6","0"
"read_afa&afb_into_r6a","CODE:31a5","Function","Global","User Defined","6","0"
"FUN_CODE_31ad","CODE:31ad","Function","Global","Default","2","0"
"FUN_CODE_328a","CODE:328a","Function","Global","Default","3","0"
"FUN_CODE_3298","CODE:3298","Function","Global","Default","3","0"
"shit_mb3","CODE:4abf","Function","Global","User Defined","1","0"
"FUN_CODE_5069","CODE:5069","Function","Global","Default","2","0"
"FUN_CODE_5462","CODE:5462","Function","Global","Default","1","0"
"mb_e5_caller","CODE:03f9","Function","Global","User Defined","1","0"
"mb_cmd_e5","CODE:dd0b","Function","Global","User Defined","3","0"
"FUN_CODE_a679","CODE:a679","Function","Global","Default","3","0"
"mb_lsh_4bytes","CODE:0d46","Function","Global","User Defined","6","0"
"FUN_CODE_c448","CODE:c448","Function","Global","Default","1","0"
"nvme_setup","CODE:da13","Function","Global","User Defined","2","0"
"mb_tlp_mem_write","CODE:e902","Function","Global","User Defined","6","0"
"FUN_CODE_03a9","CODE:03a9","Function","Global","Default","1","0"
"FUN_CODE_92b3","CODE:92b3","Function","Global","Default","2","0"
"FUN_CODE_92bb","CODE:92bb","Function","Global","Default","2","0"
"FUN_CODE_9741","CODE:9741","Function","Global","Default","1","0"
"write_r4_r7_into_0x66","CODE:9902","Function","Global","User Defined","2","0"
"FUN_CODE_990c","CODE:990c","Function","Global","Default","2","0"
"FUN_CODE_9916","CODE:9916","Function","Global","Default","2","0"
"FUN_CODE_9923","CODE:9923","Function","Global","Default","4","0"
"FUN_CODE_994e","CODE:994e","Function","Global","Default","12","0"
"setup_a_and_b_from_0x5a6_and_0x22","CODE:995a","Function","Global","User Defined","18","0"
"diff_a5b_5a7","CODE:996a","Function","Global","User Defined","7","0"
"FUN_CODE_9980","CODE:9980","Function","Global","Default","2","0"
"FUN_CODE_998a","CODE:998a","Function","Global","Default","2","0"
"FUN_CODE_998b","CODE:998b","Function","Global","Default","1","0"
"FUN_CODE_998e","CODE:998e","Function","Global","Default","2","0"
"FUN_CODE_998f","CODE:998f","Function","Global","Default","3","0"
"FUN_CODE_99af","CODE:99af","Function","Global","Default","3","0"
"FUN_CODE_99b5","CODE:99b5","Function","Global","Default","2","0"
"FUN_CODE_99bc","CODE:99bc","Function","Global","Default","2","0"
"FUN_CODE_99c6","CODE:99c6","Function","Global","Default","2","0"
"FUN_CODE_99c7","CODE:99c7","Function","Global","Default","5","0"
"FUN_CODE_99ce","CODE:99ce","Function","Global","Default","7","0"
"FUN_CODE_9a02","CODE:9a02","Function","Global","Default","3","0"
"FUN_CODE_9a09","CODE:9a09","Function","Global","Default","2","0"
"FUN_CODE_9a10","CODE:9a10","Function","Global","Default","4","0"
"FUN_CODE_9a20","CODE:9a20","Function","Global","Default","2","0"
"FUN_CODE_9a33","CODE:9a33","Function","Global","Default","1","0"
"FUN_CODE_9a3b","CODE:9a3b","Function","Global","Default","2","0"
"FUN_CODE_9aa3","CODE:9aa3","Function","Global","Default","2","0"
"FUN_CODE_9aa9","CODE:9aa9","Function","Global","Default","2","0"
"FUN_CODE_9ab3","CODE:9ab3","Function","Global","Default","3","0"
"nvme_startup_ctrl_into_bars","CODE:ab16","Function","Global","User Defined","1","0"
"mb_setup_bar_addr","CODE:abd7","Function","Global","User Defined","2","0"
"FUN_CODE_abe9","CODE:abe9","Function","Global","Default","2","0"
"mb_tlp_send_cfg","CODE:adb0","Function","Global","User Defined","2","0"
"FUN_CODE_c441","CODE:c441","Function","Global","Default","4","0"
"FUN_CODE_c444","CODE:c444","Function","Global","Default","3","0"
"FUN_CODE_c445","CODE:c445","Function","Global","Default","2","0"
"FUN_CODE_c44e","CODE:c44e","Function","Global","Default","2","0"
"FUN_CODE_c44f","CODE:c44f","Function","Global","Default","4","0"
"FUN_CODE_c451","CODE:c451","Function","Global","Default","1","0"
"FUN_CODE_c472","CODE:c472","Function","Global","Default","2","0"
"FUN_CODE_c479","CODE:c479","Function","Global","Default","1","0"
"FUN_CODE_c496","CODE:c496","Function","Global","Default","2","0"
"FUN_CODE_c4a3","CODE:c4a3","Function","Global","Default","2","0"
"FUN_CODE_c4a9","CODE:c4a9","Function","Global","Default","2","0"
"FUN_CODE_c942","CODE:c942","Function","Global","Default","1","0"
"FUN_CODE_d02a","CODE:d02a","Function","Global","Default","10","0"
"FUN_CODE_e0f4","CODE:e0f4","Function","Global","Default","2","0"
"FUN_CODE_e1ee","CODE:e1ee","Function","Global","Default","1","0"
"FUN_CODE_e6a7","CODE:e6a7","Function","Global","Default","2","0"
"FUN_CODE_e77a","CODE:e77a","Function","Global","Default","4","0"
"FUN_CODE_e788","CODE:e788","Function","Global","Default","1","0"
"mb_tlp_cfg_read","CODE:e89d","Function","Global","User Defined","4","0"
"mb_tlp_cfg_write","CODE:e91d","Function","Global","User Defined","23","0"
"FUN_CODE_0bfd","CODE:0bfd","Function","Global","Default","3","0"
"FUN_CODE_c80d","CODE:c80d","Function","Global","Default","1","0"
"FUN_CODE_0c9e","CODE:0c9e","Function","Global","Default","5","0"
"FUN_CODE_0d9d","CODE:0d9d","Function","Global","Default","2","0"
"FUN_CODE_839c","CODE:839c","Function","Global","Default","2","0"
"FUN_CODE_83b9","CODE:83b9","Function","Global","Default","2","0"
"FUN_CODE_992a","CODE:992a","Function","Global","Default","1","0"
"FUN_CODE_9930","CODE:9930","Function","Global","Default","2","0"
"FUN_CODE_994b","CODE:994b","Function","Global","Default","1","0"
"FUN_CODE_994c","CODE:994c","Function","Global","Default","9","0"
"FUN_CODE_994d","CODE:994d","Function","Global","Default","3","0"
"FUN_CODE_9954","CODE:9954","Function","Global","Default","4","0"
"FUN_CODE_9962","CODE:9962","Function","Global","Default","2","0"
"FUN_CODE_9964","CODE:9964","Function","Global","Default","1","0"
"FUN_CODE_9977","CODE:9977","Function","Global","Default","3","0"
"FUN_CODE_997a","CODE:997a","Function","Global","Default","1","0"
"FUN_CODE_9983","CODE:9983","Function","Global","Default","1","0"
"FUN_CODE_9984","CODE:9984","Function","Global","Default","1","0"
"FUN_CODE_9996","CODE:9996","Function","Global","Default","2","0"
"FUN_CODE_9997","CODE:9997","Function","Global","Default","1","0"
"FUN_CODE_99bf","CODE:99bf","Function","Global","Default","1","0"
"FUN_CODE_99c0","CODE:99c0","Function","Global","Default","1","0"
"FUN_CODE_99d5","CODE:99d5","Function","Global","Default","2","0"
"FUN_CODE_99d8","CODE:99d8","Function","Global","Default","1","0"
"FUN_CODE_99d9","CODE:99d9","Function","Global","Default","2","0"
"FUN_CODE_99f6","CODE:99f6","Function","Global","Default","2","0"
"FUN_CODE_99f8","CODE:99f8","Function","Global","Default","2","0"
"FUN_CODE_9a00","CODE:9a00","Function","Global","Default","2","0"
"FUN_CODE_9a0a","CODE:9a0a","Function","Global","Default","1","0"
"FUN_CODE_9a18","CODE:9a18","Function","Global","Default","4","0"
"FUN_CODE_9a3e","CODE:9a3e","Function","Global","Default","1","0"
"FUN_CODE_9a6c","CODE:9a6c","Function","Global","Default","3","0"
"FUN_CODE_9a7f","CODE:9a7f","Function","Global","Default","2","0"
"FUN_CODE_9a8a","CODE:9a8a","Function","Global","Default","2","0"
"FUN_CODE_9a9c","CODE:9a9c","Function","Global","Default","3","0"
"FUN_CODE_9aba","CODE:9aba","Function","Global","Default","2","0"
"FUN_CODE_9ee5","CODE:9ee5","Function","Global","Default","3","0"
"FUN_CODE_a183","CODE:a183","Function","Global","Default","1","0"
"FUN_CODE_c5ff","CODE:c5ff","Function","Global","Default","1","0"
"FUN_CODE_c6d3","CODE:c6d3","Function","Global","Default","1","0"
"FUN_CODE_c874","CODE:c874","Function","Global","Default","1","0"
"FUN_CODE_cb98","CODE:cb98","Function","Global","Default","1","0"
"FUN_CODE_d3ed","CODE:d3ed","Function","Global","Default","2","0"
"FUN_CODE_d511","CODE:d511","Function","Global","Default","1","0"
"FUN_CODE_d956","CODE:d956","Function","Global","Default","2","0"
"FUN_CODE_db45","CODE:db45","Function","Global","Default","1","0"
"FUN_CODE_dde2","CODE:dde2","Function","Global","Default","4","0"
"FUN_CODE_e2a6","CODE:e2a6","Function","Global","Default","3","0"
"FUN_CODE_e68f","CODE:e68f","Function","Global","Default","2","0"
"FUN_CODE_e775","CODE:e775","Function","Global","Default","4","0"
"FUN_CODE_8000","CODE:8000","Function","Global","Default","1","0"
"FUN_CODE_a301","CODE:a301","Function","Global","Default","0","0"
"FUN_CODE_a336","CODE:a336","Function","Global","Default","0","0"
"FUN_CODE_bcaf","CODE:bcaf","Function","Global","Default","1","0"
"FUN_CODE_a2ff","CODE:a2ff","Function","Global","Default","6","0"
"FUN_CODE_a3eb","CODE:a3eb","Function","Global","Default","2","0"
"FUN_CODE_320c","CODE:320c","Function","Global","Default","2","0"
"FUN_CODE_a351","CODE:a351","Function","Global","Default","1","0"
"FUN_CODE_bc63","CODE:bc63","Function","Global","Default","1","0"
"FUN_CODE_bc98","CODE:bc98","Function","Global","Default","2","0"
"FUN_CODE_bd05","CODE:bd05","Function","Global","Default","2","0"
"FUN_CODE_bd0d","CODE:bd0d","Function","Global","Default","2","0"
"FUN_CODE_bf8e","CODE:bf8e","Function","Global","Default","3","0"
"FUN_CODE_cad6","CODE:cad6","Function","Global","Default","2","0"
"FUN_CODE_caed","CODE:caed","Function","Global","Default","1","0"
"FUN_CODE_cafb","CODE:cafb","Function","Global","Default","3","0"
"FUN_CODE_cb05","CODE:cb05","Function","Global","Default","3","0"
"FUN_CODE_d47f","CODE:d47f","Function","Global","Default","1","0"
"FUN_CODE_d559","CODE:d559","Function","Global","Default","1","0"
"FUN_CODE_d916","CODE:d916","Function","Global","Default","1","0"
"FUN_CODE_e19e","CODE:e19e","Function","Global","Default","2","0"
"FUN_CODE_e677","CODE:e677","Function","Global","Default","1","0"
"FUN_CODE_e890","CODE:e890","Function","Global","Default","3","0"
"FUN_CODE_0331","CODE:0331","Function","Global","Default","1","0"
"FUN_CODE_4904","CODE:4904","Function","Global","Default","2","0"
"FUN_CODE_a334","CODE:a334","Function","Global","Default","3","0"
"FUN_CODE_c3ce","CODE:c3ce","Function","Global","Default","2","0"
"FUN_CODE_a2c1","CODE:a2c1","Function","Global","Default","1","0"
"FUN_CODE_a394","CODE:a394","Function","Global","Default","2","0"
"FUN_CODE_a3a4","CODE:a3a4","Function","Global","Default","2","0"
"FUN_CODE_a3b4","CODE:a3b4","Function","Global","Default","2","0"
"FUN_CODE_ce23","CODE:ce23","Function","Global","Default","3","0"
"iter_table","CODE:0def","Function","Global","User Defined","10","0"
"FUN_CODE_11a2","CODE:11a2","Function","Global","Default","3","0"
"FUN_CODE_1586","CODE:1586","Function","Global","Default","2","0"
"FUN_CODE_159f","CODE:159f","Function","Global","Default","1","0"
"FUN_CODE_15a0","CODE:15a0","Function","Global","Default","4","0"
"FUN_CODE_15b6","CODE:15b6","Function","Global","Default","2","0"
"FUN_CODE_15b7","CODE:15b7","Function","Global","Default","5","0"
"FUN_CODE_1602","CODE:1602","Function","Global","Default","2","0"
"FUN_CODE_1607","CODE:1607","Function","Global","Default","1","0"
"FUN_CODE_163a","CODE:163a","Function","Global","Default","5","0"
"FUN_CODE_1668","CODE:1668","Function","Global","Default","2","0"
"FUN_CODE_166a","CODE:166a","Function","Global","Default","1","0"
"FUN_CODE_16ae","CODE:16ae","Function","Global","Default","3","0"
"FUN_CODE_16b0","CODE:16b0","Function","Global","Default","2","0"
"FUN_CODE_1709","CODE:1709","Function","Global","Default","3","0"
"FUN_CODE_1713","CODE:1713","Function","Global","Default","3","0"
"FUN_CODE_171d","CODE:171d","Function","Global","Default","2","0"
"FUN_CODE_1755","CODE:1755","Function","Global","Default","1","0"
"FUN_CODE_17b5","CODE:17b5","Function","Global","Default","2","0"
"FUN_CODE_17c1","CODE:17c1","Function","Global","Default","2","0"
"FUN_CODE_17d8","CODE:17d8","Function","Global","Default","2","0"
"FUN_CODE_1aad","CODE:1aad","Function","Global","Default","2","0"
"FUN_CODE_1b14","CODE:1b14","Function","Global","Default","2","0"
"write_r4_r7_into_r0","CODE:1b20","Function","Global","User Defined","2","0"
"FUN_CODE_1b47","CODE:1b47","Function","Global","Default","3","0"
"FUN_CODE_1b60","CODE:1b60","Function","Global","Default","3","0"
"FUN_CODE_1b77","CODE:1b77","Function","Global","Default","3","0"
"fill_r4r7_from_0x9_and_r0r2a_from_0x6b","CODE:1b7e","Function","Global","User Defined","7","0"
"FUN_CODE_1b9a","CODE:1b9a","Function","Global","Default","1","0"
"FUN_CODE_1b9d","CODE:1b9d","Function","Global","Default","1","0"
"FUN_CODE_1ba5","CODE:1ba5","Function","Global","Default","7","0"
"FUN_CODE_1bae","CODE:1bae","Function","Global","Default","3","0"
"FUN_CODE_1be1","CODE:1be1","Function","Global","Default","4","0"
"FUN_CODE_1c1b","CODE:1c1b","Function","Global","Default","2","0"
"FUN_CODE_1c22","CODE:1c22","Function","Global","Default","2","0"
"FUN_CODE_1c55","CODE:1c55","Function","Global","Default","3","0"
"FUN_CODE_1c6d","CODE:1c6d","Function","Global","Default","3","0"
"FUN_CODE_1c77","CODE:1c77","Function","Global","Default","5","0"
"copy_from_r0_into_r4r7_lsh3","CODE:1c80","Function","Global","User Defined","1","0"
"unk_scsi_cmds","CODE:1c9f","Function","Global","User Defined","2","0"
"FUN_CODE_1cae","CODE:1cae","Function","Global","Default","3","0"
"FUN_CODE_1cc1","CODE:1cc1","Function","Global","Default","4","0"
"FUN_CODE_1cd4","CODE:1cd4","Function","Global","Default","3","0"
"write_1_into_b2e","CODE:1d1d","Function","Global","User Defined","3","0"
"get_c414&0xc0","CODE:1d24","Function","Global","User Defined","3","0"
"set_bit_0x80_dptr","CODE:1d2b","Function","Global","User Defined","3","0"
"FUN_CODE_1d32","CODE:1d32","Function","Global","Default","3","0"
"FUN_CODE_1d43","CODE:1d43","Function","Global","Default","5","0"
"mb_process_scsi_cmds","CODE:2bea","Function","Global","User Defined","1","0"
"FUN_CODE_4e6d","CODE:4e6d","Function","Global","Default","2","0"
"FUN_CODE_4f37","CODE:4f37","Function","Global","Default","5","0"
"FUN_CODE_4ff2","CODE:4ff2","Function","Global","Default","2","0"
"FUN_CODE_52c7","CODE:52c7","Function","Global","Default","1","0"
"FUN_CODE_5373","CODE:5373","Function","Global","Default","1","0"
"FUN_CODE_533d","CODE:533d","Function","Global","Default","1","0"
"FUN_CODE_5260","CODE:5260","Function","Global","Default","1","0"
"FUN_CODE_0c0f","CODE:0c0f","Function","Global","Default","1","0"
"smth_with_f0","CODE:0327","Function","Global","User Defined","2","0"
"FUN_CODE_032c","CODE:032c","Function","Global","Default","2","0"
"FUN_CODE_0340","CODE:0340","Function","Global","Default","2","0"
"FUN_CODE_039f","CODE:039f","Function","Global","Default","1","0"
"FUN_CODE_04fd","CODE:04fd","Function","Global","Default","1","0"
"FUN_CODE_1b0b","CODE:1b0b","Function","Global","Default","5","0"
"FUN_CODE_1b2b","CODE:1b2b","Function","Global","Default","3","0"
"FUN_CODE_1b2d","CODE:1b2d","Function","Global","Default","1","0"
"FUN_CODE_1b2e","CODE:1b2e","Function","Global","Default","2","0"
"FUN_CODE_1b30","CODE:1b30","Function","Global","Default","8","0"
"FUN_CODE_1b8d","CODE:1b8d","Function","Global","Default","4","0"
"FUN_CODE_1c13","CODE:1c13","Function","Global","Default","3","0"
"FUN_CODE_1cfc","CODE:1cfc","Function","Global","Default","2","0"
"FUN_CODE_1d07","CODE:1d07","Function","Global","Default","2","0"
"memcmp_r4r7_vs_ptr0x9","CODE:322e","Function","Global","User Defined","2","0"
"FUN_CODE_3578","CODE:3578","Function","Global","Default","4","0"
"parse_scsi_cmds","CODE:38d4","Function","Global","User Defined","2","0"
"fill_scsi_to_usb_transport","CODE:40d9","Function","Global","User Defined","1","0"
"FUN_CODE_5321","CODE:5321","Function","Global","Default","3","0"
"FUN_CODE_4532","CODE:4532","Function","Global","Default","2","0"
"set_scsi_data_len_to_host_usb","CODE:5216","Function","Global","User Defined","3","0"
"mb_status_check???","CODE:0016","Function","Global","User Defined","1","0"
"FUN_CODE_1ad4","CODE:1ad4","Function","Global","Default","1","0"
"dec_1(intmem3e+0x71)","CODE:1af9","Function","Global","User Defined","2","0"
"add_0x71_to_3e","CODE:1b07","Function","Global","User Defined","5","0"
"r7=a&0x1f","CODE:1b38","Function","Global","User Defined","2","0"
"based_on_3e_choose_dptr","CODE:1b3b","Function","Global","User Defined","5","0"
"FUN_CODE_1b3f","CODE:1b3f","Function","Global","Default","4","0"
"FUN_CODE_1b55","CODE:1b55","Function","Global","Default","2","0"
"save_a_to_r7_and_get_3e+0x9f","CODE:1b88","Function","Global","User Defined","2","0"
"get_3e+0x9f","CODE:1b89","Function","Global","User Defined","1","0"
"dptr_from_r2_a+0xf","CODE:1bc1","Function","Global","User Defined","2","0"
"FUN_CODE_1bf6","CODE:1bf6","Function","Global","Default","2","0"
"FUN_CODE_1c3a","CODE:1c3a","Function","Global","Default","2","0"
"FUN_CODE_1c56","CODE:1c56","Function","Global","Default","2","0"
"FUN_CODE_1c7e","CODE:1c7e","Function","Global","Default","2","0"
"FUN_CODE_1c88","CODE:1c88","Function","Global","Default","4","0"
"FUN_CODE_1cb7","CODE:1cb7","Function","Global","Default","2","0"
"FUN_CODE_1cdc","CODE:1cdc","Function","Global","Default","3","0"
"do_scsi_cmds2","CODE:2814","Function","Global","User Defined","1","0"
"FUN_CODE_4c98","CODE:4c98","Function","Global","Default","3","0"
"usb_cmd_setup_4_and_90a1_to_1?","CODE:01ea","Function","Global","User Defined","2","0"
"FUN_CODE_1bde","CODE:1bde","Function","Global","Default","3","0"
"FUN_CODE_1b59","CODE:1b59","Function","Global","Default","2","0"
"FUN_CODE_0336","CODE:0336","Function","Global","Default","2","0"
"FUN_CODE_043a","CODE:043a","Function","Global","Default","3","0"
